event_id,event_name,year_start,year_end,year_label,date_label,date_detail,period_id,period_name,broad_era,category,location_ids,location_names,person_ids,person_names,description_short,description_long,importance_score
E0110,Anarchy of the 12 Warlords,965,,965,965,,P011,Ngô dynasty and Twelve Warlords transition,Independent dynasties,Military,,,,,Anarchy of the 12 Warlords,Anarchy of the 12 Warlords,3
E0409,Đinh Bộ Lĩnh founded Đại Cồ Việt,968,,968,968,,P012,Đinh dynasty / Đại Cồ Việt,Independent dynasties,Politics,L028,Hoa Lư,PE034,Đinh Bộ Lĩnh,"Đinh Bộ Lĩnh proclaimed himself emperor, founded the Đinh dynasty and named the country Đại Cồ Việt.",A major independent state-building event after the Twelve Warlords period.,5
E0111,Emperor Đinh Bộ Lĩnh of Đại Cồ Việt was assassinated along with his crown prince Đinh Liễn by a minor palac...,979,,979,979,,P012,Đinh dynasty / Đại Cồ Việt,Independent dynasties,Military,,,PE034;PE036;PE035;PE037,Đinh Bộ Lĩnh; Đinh Phế Đế; Đinh Liễn; Lê Hoàn,"Emperor Đinh Bộ Lĩnh of Đại Cồ Việt was assassinated along with his crown prince Đinh Liễn by a minor palace official. His surviving son, the young Đinh Phế Đế, succeeded him under the regency of the commander-in-chief Lê Hoàn.","Emperor Đinh Bộ Lĩnh of Đại Cồ Việt was assassinated along with his crown prince Đinh Liễn by a minor palace official. His surviving son, the young Đinh Phế Đế, succeeded him under the regency of the commander-in-chief Lê Hoàn.",4
E0112,Lê Hoàn declared himself viceroy of Đại Cồ Việt with the support of the empress dowager Dương Vân Nga,979,,979,979,,P012,Đinh dynasty / Đại Cồ Việt,Independent dynasties,Other,,,PE038;PE037,Dương Vân Nga; Lê Hoàn,Lê Hoàn declared himself viceroy of Đại Cồ Việt with the support of the empress dowager Dương Vân Nga.,Lê Hoàn declared himself viceroy of Đại Cồ Việt with the support of the empress dowager Dương Vân Nga.,3
E0113,nobles Nguyễn Bặc and Đinh Điền attacked the Đại Cồ Việt capital Hoa Lư in response to Lê Hoàn's apparent u...,979,,979,979,,P012,Đinh dynasty / Đại Cồ Việt,Independent dynasties,Politics,L028,Hoa Lư,PE039;PE040,Nguyễn Bặc; Đinh Điền,The nobles Nguyễn Bặc and Đinh Điền attacked the Đại Cồ Việt capital Hoa Lư in response to Lê Hoàn's apparent usurpation.,The nobles Nguyễn Bặc and Đinh Điền attacked the Đại Cồ Việt capital Hoa Lư in response to Lê Hoàn's apparent usurpation.,3
E0114,Nguyễn Bặc and Đinh Điền were executed,979,,979,979,,P012,Đinh dynasty / Đại Cồ Việt,Independent dynasties,Other,,,PE039;PE040,Nguyễn Bặc; Đinh Điền,Nguyễn Bặc and Đinh Điền were executed.,Nguyễn Bặc and Đinh Điền were executed.,2
E0410,Lê Hoàn founded the Early Lê dynasty,980,,980,980,,P013,Early Lê dynasty,Independent dynasties,Politics,L028,Hoa Lư,PE036,Lê Hoàn,Lê Hoàn came to the throne and founded the Early Lê dynasty.,This provides the dynastic transition before the 981 Song invasion event.,5
E0115,Lê Hoàn declared himself emperor at Hoa Lư,981,,981,981,,P013,Early Lê dynasty,Independent dynasties,Politics,L028,Hoa Lư,PE037,Lê Hoàn,Lê Hoàn declared himself emperor at Hoa Lư.,Lê Hoàn declared himself emperor at Hoa Lư.,5
E0116,Battle of Bạch Đằng (981),981,,981,981,,P013,Early Lê dynasty,Independent dynasties,Military,L009;L029,Bạch Đằng River; Lạng Sơn,,,"Battle of Bạch Đằng (981): Đại Cồ Việt forces defeated a Song invasion near Lạng Sơn, forcing the Song fleet on the Bạch Đằng River to withdraw.","Battle of Bạch Đằng (981): Đại Cồ Việt forces defeated a Song invasion near Lạng Sơn, forcing the Song fleet on the Bạch Đằng River to withdraw.",3
E0117,"Nam quốc sơn hà, a poem celebrating the sovereignty of Đại Cồ Việt over its territory, was written",981,,981,981,,P013,Early Lê dynasty,Independent dynasties,Culture,,,,,"Nam quốc sơn hà, a poem celebrating the sovereignty of Đại Cồ Việt over its territory, was written.","Nam quốc sơn hà, a poem celebrating the sovereignty of Đại Cồ Việt over its territory, was written.",2
E0118,Đại Cồ Việt forces sacked the Champa capital Indrapura,982,,982,982,,P013,Early Lê dynasty,Independent dynasties,Military,L030,Indrapura,,,Đại Cồ Việt forces sacked the Champa capital Indrapura.,Đại Cồ Việt forces sacked the Champa capital Indrapura.,3
E0412,Buddhist state culture shaped Đại Việt,1000,1399,1000,1000,,P014,Lý dynasty,Independent dynasties,Religion,L031,Thăng Long,,,"From the 10th to 14th centuries, Đại Việt's dynasties built state culture with strong Buddhist influence alongside Confucian elements.",Broad cultural trend; represented as a long-duration event.,3
E0414,Đại Việt expanded influence into northern mountainous regions,1000,1499,1000,1000,,P014,Lý dynasty,Independent dynasties,Territory,L001,Northern Vietnam,,,"From the Lý through Lê periods, Vietnamese dynasties incorporated or allied with groups in the Northwest and Northeast.","The source describes this expansion as occurring through marriage, military action and recognition of local leaders.",3
E0423,Nam tiến expanded Đại Việt southward to Cù Mông,1000,1499,1000,1000,,P018,Later Lê dynasty / early consolidated Lê,Independent dynasties,Territory,L014,Hoành Sơn,,,"Through war and political marriage with Champa, Đại Việt expanded from Hoành Sơn toward Cù Mông from the 11th to 15th centuries.",Broad territorial trend rather than a single battle.,5
E0119,Lê Hoàn died,1005,,1005,1005,,P013,Early Lê dynasty,Independent dynasties,Other,,,PE037,Lê Hoàn,Lê Hoàn died.,Lê Hoàn died.,3
E0120,imperial court acclaimed Lý Thái Tổ emperor of Đại Cồ Việt,1009,,1009,1009,,P014,Lý dynasty,Independent dynasties,Politics,,,PE041,Lý Thái Tổ,The imperial court acclaimed Lý Thái Tổ emperor of Đại Cồ Việt.,The imperial court acclaimed Lý Thái Tổ emperor of Đại Cồ Việt.,4
E0121,"Lý Thái Tổ issued the chiếu dời đô, an edict ordering the transfer of the capital from Hoa Lư to Đại La",1010,,1010,1010 Autumn,Autumn,P014,Lý dynasty,Independent dynasties,Politics,L028;L027,Hoa Lư; Tống Bình / Đại La,PE041,Lý Thái Tổ,"Lý Thái Tổ issued the chiếu dời đô, an edict ordering the transfer of the capital from Hoa Lư to Đại La.","Lý Thái Tổ issued the chiếu dời đô, an edict ordering the transfer of the capital from Hoa Lư to Đại La.",4
E0122,Lý Thái Tổ's son Lý Thái Tông became emperor of Đại Cồ Việt,1028,,1028,1028,,P014,Lý dynasty,Independent dynasties,Politics,,,PE042,Lý Thái Tông,Lý Thái Tổ's son Lý Thái Tông became emperor of Đại Cồ Việt.,Lý Thái Tổ's son Lý Thái Tông became emperor of Đại Cồ Việt.,3
E0123,Nùng warlord Nùng Tồn Phúc launched a failed rebellion against Lý Thái Tông,1038,,1038,1038,,P014,Lý dynasty,Independent dynasties,Military,,,PE043;PE042,Nùng Tồn Phúc; Lý Thái Tông,The Nùng warlord Nùng Tồn Phúc launched a failed rebellion against Lý Thái Tông.,The Nùng warlord Nùng Tồn Phúc launched a failed rebellion against Lý Thái Tông.,3
E0124,Lý Thái Tông died,1054,,1054,1054,,P014,Lý dynasty,Independent dynasties,Politics,,,PE044;PE042,Lý Thánh Tông; Lý Thái Tông,Lý Thái Tông died. He was succeeded by his son Lý Thánh Tông.,Lý Thái Tông died. He was succeeded by his son Lý Thánh Tông.,3
E0411,Lý Thánh Tông renamed the country Đại Việt,1054,,1054,1054,,P014,Lý dynasty,Independent dynasties,Politics,L031,Thăng Long,PE040,Lý Thánh Tông,Lý Thánh Tông changed the country name to Đại Việt in 1054.,This is important for the dashboard's historical naming layer.,5
E0125,"Temple of Literature, Hanoi, a Confucian temple, was constructed",1070,,1070,1070,,P014,Lý dynasty,Independent dynasties,Education,L033;L008;L027;L031;L032;L038;L040;L050,"Temple of Literature, Hanoi; Cổ Loa Citadel; Tống Bình / Đại La; Thăng Long; Hanoi; Đông Quan; Đông Kinh; Ngọc Hồi-Đống Đa",,,"The Temple of Literature, Hanoi, a Confucian temple, was constructed.","The Temple of Literature, Hanoi, a Confucian temple, was constructed.",2
E0126,Lý Thánh Tông died,1072,,1072,1072 January,January,P014,Lý dynasty,Independent dynasties,Politics,,,PE044;PE045;PE047;PE046,Lý Thánh Tông; Lý Nhân Tông; Lý Đạo Thành; Ỷ Lan,"Lý Thánh Tông died. He was succeeded as emperor by his young son Lý Nhân Tông, with the latter's mother Ỷ Lan and the chancellor Lý Đạo Thành acting as regents.","Lý Thánh Tông died. He was succeeded as emperor by his young son Lý Nhân Tông, with the latter's mother Ỷ Lan and the chancellor Lý Đạo Thành acting as regents.",3
E0127,Minor officials were chosen by examination for the first time,1075,,1075,1075,,P014,Lý dynasty,Independent dynasties,Education,,,,,Minor officials were chosen by examination for the first time.,Minor officials were chosen by examination for the first time.,2
E0128,Lý–Song War,1075,,1075,1075 Autumn,Autumn,P014,Lý dynasty,Independent dynasties,Military,,,,,Lý–Song War: Đại Cồ Việt invaded Song in response to a trade blockade.,Lý–Song War: Đại Cồ Việt invaded Song in response to a trade blockade.,3
E0415,Vân Đồn became an important foreign trade port,1100,1299,1100,1100,,P014,Lý dynasty,Independent dynasties,Economy,,Vân Đồn,,,The source notes foreign trade with Southeast Asian polities through Vân Đồn during the Lý and Trần periods.,Location ID is blank because Vân Đồn is not yet in locations.csv.,3
E0129,Lý Nhân Tông died,1127,,1127,1127 15 January,15-Jan,P014,Lý dynasty,Independent dynasties,Other,,,PE045,Lý Nhân Tông,Lý Nhân Tông died.,Lý Nhân Tông died.,2
E0130,young Lý Cao Tông became emperor under the regency of Tô Hiến Thành,1176,,1176,1176,,P014,Lý dynasty,Independent dynasties,Politics,,,PE049;PE048,Tô Hiến Thành; Lý Cao Tông,The young Lý Cao Tông became emperor under the regency of Tô Hiến Thành.,The young Lý Cao Tông became emperor under the regency of Tô Hiến Thành.,3
E0131,"general Quách Bốc entered the capital, dethroned Lý Cao Tông and installed his young son Lý Thẩm as emperor",1209,,1209,1209,,P014,Lý dynasty,Independent dynasties,Politics,,,PE048;PE050;PE051,Lý Cao Tông; Quách Bốc; Lý Thẩm,"The general Quách Bốc entered the capital, dethroned Lý Cao Tông and installed his young son Lý Thẩm as emperor.","The general Quách Bốc entered the capital, dethroned Lý Cao Tông and installed his young son Lý Thẩm as emperor.",3
E0132,Trần Thái Tông was crowned emperor of Đại Việt,1226,,1226,1226 11 January,11-Jan,P015,Trần dynasty,Independent dynasties,Politics,,,PE052,Trần Thái Tông,Trần Thái Tông was crowned emperor of Đại Việt.,Trần Thái Tông was crowned emperor of Đại Việt.,4
E0133,Mongol invasions of Vietnam,1258,,1258,1258 January,January,P015,Trần dynasty,Independent dynasties,Military,L008;L027;L031;L032;L033;L038;L040;L050,"Cổ Loa Citadel; Tống Bình / Đại La; Thăng Long; Hanoi; Temple of Literature, Hanoi; Đông Quan; Đông Kinh; Ngọc Hồi-Đống Đa",PE052,Trần Thái Tông,Mongol invasions of Vietnam: The Mongol Empire invaded Đại Việt and conquered the capital at modern Hanoi. Trần Thái Tông fled to an island.,Mongol invasions of Vietnam: The Mongol Empire invaded Đại Việt and conquered the capital at modern Hanoi. Trần Thái Tông fled to an island.,5
E0134,Trần Thánh Tông ceded the throne to his son Trần Nhân Tông,1278,,1278,1278 November,November,P015,Trần dynasty,Independent dynasties,Politics,,,PE053;PE054,Trần Thánh Tông; Trần Nhân Tông,Trần Thánh Tông ceded the throne to his son Trần Nhân Tông.,Trần Thánh Tông ceded the throne to his son Trần Nhân Tông.,4
E0135,Bình Than Conference took place,1282,,1282,1282,,P015,Trần dynasty,Independent dynasties,Diplomacy,L034,Bình Than,,,The Bình Than Conference took place.,The Bình Than Conference took place.,3
E0136,Diên Hồng Conference took place,1284,,1284,1284,,P015,Trần dynasty,Independent dynasties,Diplomacy,L035,Diên Hồng,,,The Diên Hồng Conference took place.,The Diên Hồng Conference took place.,3
E0137,Mongol invasions of Vietnam,1285,,1285,1285,,P015,Trần dynasty,Independent dynasties,Military,,,PE055,Trần Hưng Đạo,"Mongol invasions of Vietnam: The Đại Việt commander-in-chief Trần Hưng Đạo drew out and harassed a Yuan invasion force, forcing their retreat.","Mongol invasions of Vietnam: The Đại Việt commander-in-chief Trần Hưng Đạo drew out and harassed a Yuan invasion force, forcing their retreat.",5
E0138,Mongol invasions of Vietnam,1287,,1287,1287,,P015,Trần dynasty,Independent dynasties,Military,,,,,"Mongol invasions of Vietnam: The Mongol navy was destroyed, forcing the army, left without provisions, to begin its retreat from Đại Việt.","Mongol invasions of Vietnam: The Mongol navy was destroyed, forcing the army, left without provisions, to begin its retreat from Đại Việt.",5
E0139,Trần Nhân Tông ceded the throne to his son Trần Anh Tông,1293,,1293,1293 3 March,3-Mar,P015,Trần dynasty,Independent dynasties,Politics,,,PE054;PE056,Trần Nhân Tông; Trần Anh Tông,Trần Nhân Tông ceded the throne to his son Trần Anh Tông.,Trần Nhân Tông ceded the throne to his son Trần Anh Tông.,4
E0413,Confucian governance expanded in Đại Việt,1300,1499,1300,1300,,P015,Trần dynasty,Independent dynasties,Education,L031;L040,Thăng Long;Đông Kinh,,,"By the late 14th and 15th centuries, Confucian influence grew and Đại Việt developed institutions closer to a Chinese-style bureaucratic state.",Broad institutional trend; useful for theme filters in the dashboard.,4
E0140,Trần Anh Tông's sister Huyền Trân married the Champa king Chế Mân in Huế,1306,,1306,1306,,P015,Trần dynasty,Independent dynasties,Politics,,,PE057;PE058,Huyền Trân; Chế Mân,Trần Anh Tông's sister Huyền Trân married the Champa king Chế Mân in Huế.,Trần Anh Tông's sister Huyền Trân married the Champa king Chế Mân in Huế.,3
E0141,"young Trần Dụ Tông was crowned emperor of Đại Việt under the regency of his father, the retired emperor Trầ...",1341,,1341,1341,,P015,Trần dynasty,Independent dynasties,Politics,,,PE060;PE059,Trần Minh Tông; Trần Dụ Tông,"The young Trần Dụ Tông was crowned emperor of Đại Việt under the regency of his father, the retired emperor Trần Minh Tông.","The young Trần Dụ Tông was crowned emperor of Đại Việt under the regency of his father, the retired emperor Trần Minh Tông.",3
E0142,Champa launched several border attacks against Đại Việt,1360,,1360,1360,,P015,Trần dynasty,Independent dynasties,Territory,,,,,Champa launched several border attacks against Đại Việt.,Champa launched several border attacks against Đại Việt.,2
E0143,"Hồ Quý Ly overthrew the Đại Việt emperor, enthroned himself, renamed the country Đại Ngu and moved the capi...",1400,,1400,1400,,P016,Hồ dynasty / Đại Ngu,Dynastic transition,Politics,L037,Citadel of the Hồ Dynasty,PE061,Hồ Quý Ly,"Hồ Quý Ly overthrew the Đại Việt emperor, enthroned himself, renamed the country Đại Ngu and moved the capital to the citadel of the Hồ dynasty.","Hồ Quý Ly overthrew the Đại Việt emperor, enthroned himself, renamed the country Đại Ngu and moved the capital to the citadel of the Hồ dynasty.",5
E0144,Cham-Vietnamese War (1400–1407) began,1400,,1400,1400,,P016,Hồ dynasty / Đại Ngu,Dynastic transition,Military,,,,,The Cham-Vietnamese War (1400–1407) began.,The Cham-Vietnamese War (1400–1407) began.,4
E0145,Hồ Quý Ly ceded the throne to his son Hồ Hán Thương,1401,,1401,1401,,P016,Hồ dynasty / Đại Ngu,Dynastic transition,Politics,,,PE062;PE061,Hồ Hán Thương; Hồ Quý Ly,Hồ Quý Ly ceded the throne to his son Hồ Hán Thương.,Hồ Quý Ly ceded the throne to his son Hồ Hán Thương.,4
E0146,Ming–Hồ War,1406,,1406,1406 19 November,19-Nov,P016,Hồ dynasty / Đại Ngu,Dynastic transition,Military,,,,,Ming–Hồ War: Ming forces captured the Đại Ngu capitals.,Ming–Hồ War: Ming forces captured the Đại Ngu capitals.,5
E0416,Ming occupation of Đại Việt began,1407,,1407,1407,,P017,Ming occupation and Lam Sơn uprising,Foreign rule / resistance,Politics,,Đông Quan,PE058,Hồ Quý Ly,Ming forces invaded Đại Ngu and began the fourth period of Chinese domination.,This complements battle-level rows by marking the occupation as a period event.,5
E0417,Hậu Trần resistance against Ming occupation,1407,1413,1407,1407,,P017,Ming occupation and Lam Sơn uprising,Foreign rule / resistance,Military,,Đông Quan,,,Forces of the Later Trần rose against Ming rule from 1407 to 1413 but were defeated.,Important resistance movement before the Lam Sơn uprising.,4
E0147,Lê Lợi was declared emperor of an independent Đại Việt,1428,,1428,1428,,P018,Later Lê dynasty / early consolidated Lê,Independent dynasties,Politics,,,PE063,Lê Lợi,Lê Lợi was declared emperor of an independent Đại Việt.,Lê Lợi was declared emperor of an independent Đại Việt.,5
E0148,"Bình Ngô đại cáo was published, affirming that Đại Việt was independent from and equal to China",1428,,1428,1428,,P018,Later Lê dynasty / early consolidated Lê,Independent dynasties,Other,,,,,"The Bình Ngô đại cáo was published, affirming that Đại Việt was independent from and equal to China.","The Bình Ngô đại cáo was published, affirming that Đại Việt was independent from and equal to China.",3
E0149,Lê Thánh Tông was crowned emperor of Đại Việt,1460,,1460,1460,,P018,Later Lê dynasty / early consolidated Lê,Independent dynasties,Politics,,,PE064,Lê Thánh Tông,Lê Thánh Tông was crowned emperor of Đại Việt.,Lê Thánh Tông was crowned emperor of Đại Việt.,4
E0150,"Đại Việt sử ký toàn thư, an official history of Đại Việt, was completed",1479,,1479,1479,,P018,Later Lê dynasty / early consolidated Lê,Independent dynasties,Culture,,,,,"The Đại Việt sử ký toàn thư, an official history of Đại Việt, was completed.","The Đại Việt sử ký toàn thư, an official history of Đại Việt, was completed.",2
E0151,Hồng Đức legal code was promulgated,1483,,1483,1483,,P018,Later Lê dynasty / early consolidated Lê,Independent dynasties,Politics,,,,,The Hồng Đức legal code was promulgated.,The Hồng Đức legal code was promulgated.,3
E0152,Lê Thánh Tông died,1497,,1497,1497 30 January,30-Jan,P018,Later Lê dynasty / early consolidated Lê,Independent dynasties,Other,,,PE064,Lê Thánh Tông,Lê Thánh Tông died.,Lê Thánh Tông died.,3
E0153,"Lê Oanh assassinated his cousin, the tyrant Lê Uy Mục, and replaced him as emperor Lê Tương Dực",1509,,1509,1509,,P018,Later Lê dynasty / early consolidated Lê,Independent dynasties,Military,,,PE065;PE066,Lê Oanh; Lê Uy Mục,"Lê Oanh assassinated his cousin, the tyrant Lê Uy Mục, and replaced him as emperor Lê Tương Dực.","Lê Oanh assassinated his cousin, the tyrant Lê Uy Mục, and replaced him as emperor Lê Tương Dực.",3
E0154,Trần Tuân Uprising took place,1511,,1511,1511,,P018,Later Lê dynasty / early consolidated Lê,Independent dynasties,Military,,,PE067,Trần Tuân,The Trần Tuân Uprising took place.,The Trần Tuân Uprising took place.,3
E0155,Trần Cao rebellion,1516,,1516,1516,,P018,Later Lê dynasty / early consolidated Lê,Independent dynasties,Military,,,PE068,Trần Cao,"Trần Cao rebellion: Trần Cao, a mandarin of Đại Việt who identified himself as an incarnation of Śakra, launched a revolt against the government.","Trần Cao rebellion: Trần Cao, a mandarin of Đại Việt who identified himself as an incarnation of Śakra, launched a revolt against the government.",3
E0156,Portuguese seafarers arrived,1516,,1516,1516,,P018,Later Lê dynasty / early consolidated Lê,Independent dynasties,Other,,,,,Portuguese seafarers arrived.,Portuguese seafarers arrived.,2
E0157,Lê Tương Dực was murdered in the capital by a group of palace guards,1516,,1516,1516,,P018,Later Lê dynasty / early consolidated Lê,Independent dynasties,Politics,,,PE065,Lê Oanh,Lê Tương Dực was murdered in the capital by a group of palace guards.,Lê Tương Dực was murdered in the capital by a group of palace guards.,3
E0158,"Mạc Đăng Dung forced Emperor Lê Cung Hoàng to abdicate, establishing the Mạc dynasty",1527,,1527,1527,,P019,Mạc dynasty and Lê–Mạc conflict,Dynastic conflict,Politics,,,PE070;PE069,Lê Cung Hoàng; Mạc Đăng Dung,"Mạc Đăng Dung forced Emperor Lê Cung Hoàng to abdicate, establishing the Mạc dynasty.","Mạc Đăng Dung forced Emperor Lê Cung Hoàng to abdicate, establishing the Mạc dynasty.",4
E0159,Lê–Mạc War,1533,,1533,1533,,P019,Mạc dynasty and Lê–Mạc conflict,Dynastic conflict,Military,,,,,Lê–Mạc War.,Lê–Mạc War.,3
E0418,Lê Trung Hưng restored with Nguyễn Kim's support,1533,,1533,1533,,P019,Mạc dynasty and Lê–Mạc conflict,Dynastic conflict,Politics,,Thanh Hóa,,Nguyễn Kim,"The Later Lê restoration began in 1533 with help from Nguyễn Kim, controlling territory from Thanh Hóa toward Bình Định.",This row adds detail to the Lê–Mạc conflict period.,4
E0419,Nguyễn Hoàng entered Thuận Hóa and laid foundation for Đàng Trong,1558,,1558,1558,,P020,Restored Lê and Trịnh–Nguyễn division,Divided rule,Politics,,Thuận Hóa;Quảng Nam,,Nguyễn Hoàng,"Nguyễn Hoàng moved to Thuận Hóa, beginning the process that later formed the Nguyễn lords' southern base.",Location IDs are blank because Thuận Hóa and Quảng Nam are not fully represented in locations.csv.,4
E0160,Revival Lê dynasty defeated the Mạc dynasty and regained control of the country,1592,,1592,1592,,P020,Restored Lê and Trịnh–Nguyễn division,Divided rule,Other,,,,,The Revival Lê dynasty defeated the Mạc dynasty and regained control of the country.,The Revival Lê dynasty defeated the Mạc dynasty and regained control of the country.,2
E0421,Global trade expanded in Đàng Ngoài and Đàng Trong,1600,1699,1600,1600,,P020,Restored Lê and Trịnh–Nguyễn division,Divided rule,Economy,L031;L044,Thăng Long;Hội An;Sài Gòn,,,"European, Japanese and Chinese merchants traded in Đại Việt, including at Kẻ Chợ and Faifo/Hội An.",Useful dashboard event for economic/globalization theme.,4
E0422,Catholic missions expanded in Đại Việt,1600,1699,1600,1600,,P020,Restored Lê and Trịnh–Nguyễn division,Divided rule,Religion,L031,Thăng Long;Hội An,,,Catholicism spread through Western missionaries and trade networks in both Đàng Ngoài and Đàng Trong.,The source especially notes Jesuit missionaries in the 17th century.,3
E0426,Nguyễn administration began exploiting and controlling Hoàng Sa,1600,1699,1600,1600,,P020,Restored Lê and Trịnh–Nguyễn division,Divided rule,Territory,L085,Hoàng Sa,,,The source states that Hoàng Sa was exploited and controlled from the early 17th century.,"Date is approximate because the source gives the early 17th century, not one specific year.",4
E0161,Trịnh–Nguyễn War,1627,,1627,1627,,P020,Restored Lê and Trịnh–Nguyễn division,Divided rule,Military,,,,,Trịnh–Nguyễn War.,Trịnh–Nguyễn War.,3
E0420,Đàng Ngoài and Đàng Trong divided along the Gianh River,1627,1672,1627,1627,,P020,Restored Lê and Trịnh–Nguyễn division,Divided rule,Politics,,Sông Gianh,,Trịnh Kiểm;Nguyễn Hoàng,"The Trịnh–Nguyễn conflict produced two separate political zones, Đàng Ngoài and Đàng Trong, divided by the Gianh River.",The source describes the river as the boundary for nearly two centuries.,5
E0424,Nguyễn lords annexed remaining Champa territory,1693,,1693,1693,,P020,Restored Lê and Trịnh–Nguyễn division,Divided rule,Territory,,Bình Thuận,,,The Nguyễn lords annexed the remaining Cham territory from Phú Yên to Bình Thuận in 1693.,"Location ID for Bình Thuận exists, but this row's broader territorial geography should be reviewed.",5
E0425,Nguyễn lords established control over Nam Bộ,1698,1757,1698,1698,,P020,Restored Lê and Trịnh–Nguyễn division,Divided rule,Territory,L055;L043,Nam Kỳ;Gia Định,,,"From 1698 to 1757, the Nguyễn administration gradually established control over Nam Bộ.","The source links this to migration, conflicts with Khmer and Ayutthaya, and political factors.",5
E0427,Nguyễn administration controlled Côn Đảo,1704,,1704,1704,,P020,Restored Lê and Trịnh–Nguyễn division,Divided rule,Territory,L049,Côn Đảo,,,The source lists Côn Đảo as brought under control in 1704.,Treat as a territorial/island-control event.,3
E0428,Nguyễn administration controlled Phú Quốc,1708,,1708,1708,,P020,Restored Lê and Trịnh–Nguyễn division,Divided rule,Territory,,Phú Quốc,,,The source lists Phú Quốc as brought under control in 1708.,Location ID is blank because Phú Quốc is not yet in locations.csv.,3
E0430,Tây Sơn uprising began in Quy Nhơn,1771,,1771,1771,,P021,Tây Sơn period,Rebellion / dynastic replacement,Military,L045,Quy Nhơn,PE079,Nguyễn Văn Huệ,The Tây Sơn uprising began in Quy Nhơn and grew into a movement that defeated the Nguyễn and Trịnh regimes.,The source uses this as the starting point for the end of national division.,5
E0162,"forces of the Tây Sơn dynasty took Gia Định in modern Saigon and massacred the Nguyễn lords, the de facto r...",1778,,1778,1778,,P021,Tây Sơn period,Rebellion / dynastic replacement,Military,L043;L044;L066,Gia Định; Saigon; Xá Lợi Pagoda,PE072,Nguyễn Thế Tổ,"The forces of the Tây Sơn dynasty took Gia Định in modern Saigon and massacred the Nguyễn lords, the de facto rulers of southern Đại Việt, sparing only the young Nguyễn Thế Tổ.","The forces of the Tây Sơn dynasty took Gia Định in modern Saigon and massacred the Nguyễn lords, the de facto rulers of southern Đại Việt, sparing only the young Nguyễn Thế Tổ.",4
E0163,Nguyễn Văn Nhạc proclaimed himself emperor of Đại Việt with his capital at Quy Nhơn,1778,,1778,1778,,P021,Tây Sơn period,Rebellion / dynastic replacement,Politics,L045,Quy Nhơn,PE071,Nguyễn Văn Nhạc,Nguyễn Văn Nhạc proclaimed himself emperor of Đại Việt with his capital at Quy Nhơn.,Nguyễn Văn Nhạc proclaimed himself emperor of Đại Việt with his capital at Quy Nhơn.,5
E0164,Nguyễn Thế Tổ fled the country,1783,,1783,1783,,P021,Tây Sơn period,Rebellion / dynastic replacement,Other,,,PE072,Nguyễn Thế Tổ,Nguyễn Thế Tổ fled the country.,Nguyễn Thế Tổ fled the country.,3
E0165,Battle of Rạch Gầm-Xoài Mút,1785,,1785,1785 20 January,20-Jan,P021,Tây Sơn period,Rebellion / dynastic replacement,Military,L047;L046;L048;L065,Tiền Giang Province; Rạch Gầm-Xoài Mút; Mekong River; Ấp Bắc,PE072,Nguyễn Thế Tổ,"Battle of Rạch Gầm-Xoài Mút: Đại Việt forces under a banner of truce surprised and defeat a Siamese force, then invade with the intention of installing Nguyễn Thế Tổ on the throne, on the Mekong River in modern Tiền Giang Province.","Battle of Rạch Gầm-Xoài Mút: Đại Việt forces under a banner of truce surprised and defeat a Siamese force, then invade with the intention of installing Nguyễn Thế Tổ on the throne, on the Mekong River in modern Tiền Giang Province.",4
E0166,Phú Xuân Campaign (1786) took place,1786,,1786,1786,,P021,Tây Sơn period,Rebellion / dynastic replacement,Military,L042,Phú Xuân,,,The Phú Xuân Campaign (1786) took place.,The Phú Xuân Campaign (1786) took place.,3
E0167,Thăng Long Campaign took place,1786,,1786,1786,,P021,Tây Sơn period,Rebellion / dynastic replacement,Military,L031;L035;L040,Thăng Long; Diên Hồng; Đông Kinh,,,The Thăng Long Campaign took place.,The Thăng Long Campaign took place.,3
E0431,Tây Sơn movement ended the Trịnh–Nguyễn division,1786,,1786,1786,,P021,Tây Sơn period,Rebellion / dynastic replacement,Politics,L031;L042;L043,Thăng Long;Phú Xuân;Gia Định,PE079,Nguyễn Văn Huệ,"The Tây Sơn movement defeated both northern and southern ruling houses, ending the long division of the country.",This supplements the campaign-level rows with a political outcome row.,5
E0168,Nguyễn Nhạc-Nguyễn Huệ split occurred,1787,,1787,1787,,P021,Tây Sơn period,Rebellion / dynastic replacement,Other,,,,,The Nguyễn Nhạc-Nguyễn Huệ split occurred.,The Nguyễn Nhạc-Nguyễn Huệ split occurred.,2
E0169,French priest Pierre Pigneau de Behaine signed the Treaty of Versailles on behalf of Nguyễn Thế Tổ,1787,,1787,1787 21 November,21-Nov,P021,Tây Sơn period,Rebellion / dynastic replacement,Diplomacy,L049,Côn Sơn Island,PE073;PE072,Pierre Pigneau de Behaine; Nguyễn Thế Tổ,The French priest Pierre Pigneau de Behaine signed the Treaty of Versailles on behalf of Nguyễn Thế Tổ. The French government agreed to support the latter in taking the throne of Đại Việt in exchange for Côn Sơn Island and exclusive trading rights.,The French priest Pierre Pigneau de Behaine signed the Treaty of Versailles on behalf of Nguyễn Thế Tổ. The French government agreed to support the latter in taking the throne of Đại Việt in exchange for Côn Sơn Island and exclusive trading rights.,4
